PassengerId,Survived,Name,Age,SibSp,Parch,Ticket,Fare,Sex_male,Embarked_Q,Embarked_S,Pclass_ord,Age_scaled,Fare_scaled,FamilySize,Fare_per_person,Age_x_Pclass,Fare_log,AgeGroup
150,0,"Byles, Rev. Thomas Roussel Davids",42.0,0,0,244310,13.0,True,False,True,2,0.9645984554843278,-0.3866707201133388,1,13.0,84.0,2.6390573296152584,Middle
151,0,"Bateman, Rev. Robert James",51.0,0,0,S.O.P. 1166,12.525,True,False,True,2,1.6669870579958441,-0.39623469652696586,1,12.525,102.0,2.6045398247325453,Middle
152,1,"Pears, Mrs. Thomas (Edith Wearne)",22.0,1,0,113776,66.6,False,False,True,3,-0.5962651056523756,0.6925485130875209,2,33.3,22.0,4.213607983048918,Adult
153,0,"Meo, Mr. Alfonzo",55.5,0,0,A.5. 11206,8.05,True,False,True,1,2.0181813592516025,-0.4863374216869257,1,8.05,166.5,2.2027647577118348,Middle
154,0,"van Billiard, Mr. Austin Blyler",40.5,0,2,A/5. 851,14.5,True,False,True,1,0.847533688399075,-0.35646868933346404,3,4.833333333333333,121.5,2.740840023925201,Middle
155,0,"Olsen, Mr. Ole Martin",29.69911764705882,0,0,Fa 265302,7.3125,True,False,True,1,0.004598503757557758,-0.5011867534870308,1,7.3125,89.09735294117647,2.1177604059819726,Adult
156,0,"Williams, Mr. Charles Duane",51.0,0,1,PC 17597,61.3792,True,False,False,3,1.6669870579958441,0.5874293382238074,2,30.6896,51.0,4.133231886474144,Middle
157,1,"Gilnagh, Miss. Katherine ""Katie""",16.0,0,0,35851,7.7333,False,True,False,1,-1.0645241739933864,-0.49271407711891657,1,7.7333,48.0,2.167143305297764,Teen
158,0,"Corn, Mr. Harry",30.0,0,0,SOTON/OQ 392090,8.05,True,False,True,1,0.028080318802305784,-0.4863374216869257,1,8.05,90.0,2.2027647577118348,Adult
159,0,"Smiljanic, Mr. Mile",29.69911764705882,0,0,315037,8.6625,True,False,True,1,0.004598503757557758,-0.47400492578514347,1,8.6625,89.09735294117647,2.2682524139135403,Adult
160,0,"Sage, Master. Thomas Henry",29.69911764705882,8,2,CA. 2343,69.55,True,False,True,1,0.004598503757557758,0.7519458402879414,11,6.322727272727272,89.09735294117647,4.256321678298823,Adult
161,0,"Cribb, Mr. John Hatfield",44.0,0,1,371362,16.1,True,False,True,1,1.1206848115979982,-0.32425318983493084,2,8.05,132.0,2.8390784635086144,Middle
162,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40.0,0,0,C.A. 33595,15.75,False,False,True,2,0.8085120993706574,-0.331300330350235,1,15.75,80.0,2.8183982582710754,Adult
163,0,"Bengtsson, Mr. John Viktor",26.0,0,0,347068,7.775,True,False,True,1,-0.28409239342503484,-0.4918744606632361,1,7.775,78.0,2.1719067693519296,Adult
164,0,"Calic, Mr. Jovo",17.0,0,0,315093,8.6625,True,False,True,1,-0.9864809959365514,-0.47400492578514347,1,8.6625,51.0,2.2682524139135403,Teen
165,0,"Panula, Master. Eino Viljami",1.0,4,1,3101295,39.6875,True,False,True,1,-2.235171844845914,0.1506737441786005,6,6.614583333333333,3.0,3.705920919968788,Child
166,1,"Goldsmith, Master. Frank John William ""Frankie""",9.0,0,2,363291,20.525,True,False,True,1,-1.6108264203912326,-0.2351571990343002,3,6.841666666666666,27.0,3.0692150503137943,Child
167,1,"Chibnall, Mrs. (Edith Martha Bowerman)",29.69911764705882,0,1,113505,55.0,False,False,True,3,0.004598503757557758,0.4589861417231558,2,27.5,29.69911764705882,4.02535169073515,Adult
168,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45.0,1,4,347088,27.9,False,False,True,1,1.1987279896548333,-0.08666388103324908,6,4.6499999999999995,135.0,3.3638415951183864,Middle
169,0,"Baumann, Mr. John D",29.69911764705882,0,0,PC 17318,25.925,True,False,True,3,0.004598503757557758,-0.12642988822675086,1,25.925,29.69911764705882,3.2930552230424524,Adult
170,0,"Ling, Mr. Lee",28.0,0,0,1601,56.4958,True,False,True,1,-0.12800603731136453,0.48910360681684706,1,56.4958,84.0,4.05171190165724,Adult
171,0,"Van der hoef, Mr. Wyckoff",61.0,0,0,111240,33.5,True,False,True,3,2.4474188385641957,0.026090367211616904,1,33.5,61.0,3.5409593240373143,Senior
172,0,"Rice, Master. Arthur",4.0,4,1,382652,29.125,True,True,False,1,-2.0010423106754085,-0.06199888922968463,6,4.854166666666667,12.0,3.405355391810819,Child
173,1,"Johnson, Miss. Eleanor Ileen",1.0,1,1,347742,11.1333,False,False,True,1,-2.235171844845914,-0.4242561406845337,3,3.7111,3.0,2.495953738718064,Child
174,0,"Sivola, Mr. Antti Wilhelm",21.0,0,0,STON/O 2. 3101280,7.925,True,False,True,1,-0.6743082837092107,-0.4888542575852486,1,7.925,63.0,2.188856327665703,Adult
175,0,"Smith, Mr. James Clinch",56.0,0,0,17764,30.6958,True,False,False,3,2.05720294828002,-0.030371322596999754,1,30.6958,56.0,3.4561841799918147,Middle
176,0,"Klasen, Mr. Klas Albin",18.0,1,1,350404,7.8542,True,False,True,1,-0.9084378178797161,-0.4902797934380587,3,2.6180666666666665,54.0,2.180891922715322,Teen
177,0,"Lefebre, Master. Henry Forbes",29.69911764705882,3,1,4133,25.4667,True,False,True,1,0.004598503757557758,-0.13565761536436197,5,5.0933399999999995,89.09735294117647,3.275887339030031,Adult
178,0,"Isham, Miss. Ann Elizabeth",50.0,0,0,PC 17595,28.7125,False,False,False,3,1.588943879939009,-0.07030444769415023,1,28.7125,50.0,3.391567832686312,Middle
179,0,"Hale, Mr. Reginald",30.0,0,0,250653,13.0,True,False,True,2,0.028080318802305784,-0.3866707201133388,1,13.0,60.0,2.6390573296152584,Adult
180,0,"Leonard, Mr. Lionel",36.0,0,0,LINE,0.0,True,False,True,1,0.49633938714331677,-0.6484216535389205,1,0.0,108.0,0.0,Adult
181,0,"Sage, Miss. Constance Gladys",29.69911764705882,8,2,CA. 2343,69.55,False,False,True,1,0.004598503757557758,0.7519458402879414,11,6.322727272727272,89.09735294117647,4.256321678298823,Adult
182,0,"Pernot, Mr. Rene",29.69911764705882,0,0,SC/PARIS 2131,15.05,True,False,False,2,0.004598503757557758,-0.34539461138084326,1,15.05,59.39823529411764,2.775708849576025,Adult
183,0,"Asplund, Master. Clarence Gustaf Hugo",9.0,4,2,347077,31.3875,True,False,True,1,-1.6108264203912326,-0.016444159470040135,7,4.483928571428572,27.0,3.4777725458882283,Child
184,1,"Becker, Master. Richard F",1.0,2,1,230136,39.0,True,False,True,2,-2.235171844845914,0.13683114673782454,4,9.75,2.0,3.6888794541139363,Child
185,1,"Kink-Heilmann, Miss. Luise Gretchen",4.0,0,2,315153,22.025,False,False,True,1,-2.0010423106754085,-0.20495516825442542,3,7.341666666666666,12.0,3.1365805821413706,Child
186,0,"Rood, Mr. Hugh Roscoe",29.69911764705882,0,0,113767,50.0,True,False,True,3,0.004598503757557758,0.3583127057902398,1,50.0,29.69911764705882,3.9318256327243257,Adult
187,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",29.69911764705882,1,0,370365,15.5,False,True,False,1,0.004598503757557758,-0.3363340021468808,2,7.75,89.09735294117647,2.803360380906535,Adult
188,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45.0,0,0,111428,26.55,True,False,True,3,1.1987279896548333,-0.11384570873513637,1,26.55,45.0,3.3160025355989236,Middle
189,0,"Bourke, Mr. John",40.0,1,1,364849,15.5,True,True,False,1,0.8085120993706574,-0.3363340021468808,3,5.166666666666667,120.0,2.803360380906535,Adult
190,0,"Turcin, Mr. Stjepan",36.0,0,0,349247,7.8958,True,False,True,1,0.49633938714331677,-0.4894421904510968,1,7.8958,108.0,2.1855792552411137,Adult
191,1,"Pinsky, Mrs. (Rosa)",32.0,0,0,234604,13.0,False,False,True,2,0.1841666749159761,-0.3866707201133388,1,13.0,64.0,2.6390573296152584,Adult
192,0,"Carbines, Mr. William",19.0,0,0,28424,13.0,True,False,True,2,-0.830394639822881,-0.3866707201133388,1,13.0,38.0,2.6390573296152584,Adult
193,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,1,0,350046,7.8542,False,False,True,1,-0.830394639822881,-0.4902797934380587,2,3.9271,57.0,2.180891922715322,Adult
194,1,"Navratil, Master. Michel M",3.0,1,1,230080,26.0,True,False,True,2,-2.0790854887322436,-0.12491978668775715,3,8.666666666666666,6.0,3.295836866004329,Child
195,1,"Brown, Mrs. James Joseph (Margaret Tobin)",44.0,0,0,PC 17610,27.7208,False,False,False,3,1.1206848115979982,-0.09027201697708476,1,27.7208,44.0,3.357621598945279,Middle
196,1,"Lurette, Miss. Elise",58.0,0,0,PC 17569,146.5208,False,False,False,3,2.2132893043936903,2.301728820789,1,146.5208,58.0,4.993969182787072,Middle
197,0,"Mernagh, Mr. Robert",29.69911764705882,0,0,368703,7.75,True,True,False,1,0.004598503757557758,-0.49237782784290063,1,7.75,89.09735294117647,2.169053700369523,Adult
198,0,"Olsen, Mr. Karl Siegwart Andreas",42.0,0,1,4579,8.4042,True,False,True,1,0.9645984554843278,-0.47920571548543794,2,4.2021,126.0,2.2411563979973974,Middle
199,1,"Madigan, Miss. Margaret ""Maggie""",29.69911764705882,0,0,370370,7.75,False,True,False,1,0.004598503757557758,-0.49237782784290063,1,7.75,89.09735294117647,2.169053700369523,Adult
200,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24.0,0,0,248747,13.0,False,False,True,2,-0.44017874953870517,-0.3866707201133388,1,13.0,48.0,2.6390573296152584,Adult
201,0,"Vande Walle, Mr. Nestor Cyriel",28.0,0,0,345770,9.5,True,False,True,1,-0.12800603731136453,-0.45714212526638004,1,9.5,84.0,2.3513752571634776,Adult
202,0,"Sage, Mr. Frederick",29.69911764705882,8,2,CA. 2343,69.55,True,False,True,1,0.004598503757557758,0.7519458402879414,11,6.322727272727272,89.09735294117647,4.256321678298823,Adult
203,0,"Johanson, Mr. Jakob Alfred",34.0,0,0,3101264,6.4958,True,False,True,1,0.34025303102964644,-0.5176307525123133,1,6.4958,102.0,2.0143428636837015,Adult
204,0,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225,True,False,False,1,1.2377495786832509,-0.5029485386158568,1,7.225,136.5,2.1071782966514356,Middle
205,1,"Cohen, Mr. Gurshon ""Gus""",18.0,0,0,A/5 3540,8.05,True,False,True,1,-0.9084378178797161,-0.4863374216869257,1,8.05,54.0,2.2027647577118348,Teen
206,0,"Strom, Miss. Telma Matilda",2.0,0,1,347054,10.4625,False,False,True,1,-2.1571286667890788,-0.43776248884929375,2,5.23125,6.0,2.4390808375825834,Child
207,0,"Backstrom, Mr. Karl Alfred",32.0,1,0,3101278,15.85,True,False,True,1,0.1841666749159761,-0.32928686163157667,2,7.925,96.0,2.8243506567983707,Adult
208,1,"Albimona, Mr. Nassef Cassem",26.0,0,0,2699,18.7875,True,False,False,1,-0.28409239342503484,-0.2701412180209885,1,18.7875,78.0,2.9850504252071306,Adult
209,1,"Carr, Miss. Helen ""Ellen""",16.0,0,0,367231,7.75,False,True,False,1,-1.0645241739933864,-0.49237782784290063,1,7.75,48.0,2.169053700369523,Teen
210,1,"Blank, Mr. Henry",40.0,0,0,112277,31.0,True,False,False,3,0.8085120993706574,-0.024246350754841113,1,31.0,40.0,3.4657359027997265,Adult
211,0,"Ali, Mr. Ahmed",24.0,0,0,SOTON/O.Q. 3101311,7.05,True,False,True,1,-0.44017874953870517,-0.5064721088735089,1,7.05,72.0,2.0856720914304723,Adult
212,1,"Cameron, Miss. Clear Annie",35.0,0,0,F.C.C. 13528,21.0,False,False,True,2,0.4182962090864816,-0.22559322262067316,1,21.0,70.0,3.091042453358316,Adult
213,0,"Perkin, Mr. John Henry",22.0,0,0,A/5 21174,7.25,True,False,True,1,-0.5962651056523756,-0.5024451714361923,1,7.25,66.0,2.1102132003465894,Adult
214,0,"Givard, Mr. Hans Kristensen",30.0,0,0,250646,13.0,True,False,True,2,0.028080318802305784,-0.3866707201133388,1,13.0,60.0,2.6390573296152584,Adult
215,0,"Kiernan, Mr. Philip",29.69911764705882,1,0,367229,7.75,True,True,False,1,0.004598503757557758,-0.49237782784290063,2,3.875,89.09735294117647,2.169053700369523,Adult
216,1,"Newell, Miss. Madeleine",31.0,1,0,35273,113.275,False,False,False,3,0.10612349685914095,1.6323350375212924,2,56.6375,31.0,4.738607824217808,Adult
217,1,"Honkanen, Miss. Eliina",27.0,0,0,STON/O2. 3101283,7.925,False,False,True,1,-0.2060492153681997,-0.4888542575852486,1,7.925,81.0,2.188856327665703,Adult
218,0,"Jacobsohn, Mr. Sidney Samuel",42.0,1,0,243847,27.0,True,False,True,2,0.9645984554843278,-0.10478509950117394,2,13.5,84.0,3.332204510175204,Middle
219,1,"Bazzani, Miss. Albina",32.0,0,0,11813,76.2917,False,False,False,3,0.1841666749159761,0.8876878608937296,1,76.2917,32.0,4.347586575960343,Adult
220,0,"Harris, Mr. Walter",30.0,0,0,W/C 14208,10.5,True,False,True,2,0.028080318802305784,-0.43700743807979686,1,10.5,60.0,2.4423470353692043,Adult
221,1,"Sunderland, Mr. Victor Francis",16.0,0,0,SOTON/OQ 392089,8.05,True,False,True,1,-1.0645241739933864,-0.4863374216869257,1,8.05,48.0,2.2027647577118348,Teen
222,0,"Bracken, Mr. James H",27.0,0,0,220367,13.0,True,False,True,2,-0.2060492153681997,-0.3866707201133388,1,13.0,54.0,2.6390573296152584,Adult
223,0,"Green, Mr. George Henry",51.0,0,0,21440,8.05,True,False,True,1,1.6669870579958441,-0.4863374216869257,1,8.05,153.0,2.2027647577118348,Middle
224,0,"Nenkoff, Mr. Christo",29.69911764705882,0,0,349234,7.8958,True,False,True,1,0.004598503757557758,-0.4894421904510968,1,7.8958,89.09735294117647,2.1855792552411137,Adult
225,1,"Hoyt, Mr. Frederick Maxfield",38.0,1,0,19943,90.0,True,False,True,3,0.6524257432569871,1.163700193253568,2,45.0,38.0,4.51085950651685,Adult
226,0,"Berglund, Mr. Karl Ivar Sven",22.0,0,0,PP 4348,9.35,True,False,True,1,-0.5962651056523756,-0.4601623283443675,1,9.35,66.0,2.336986519711378,Adult
227,1,"Mellors, Mr. William John",19.0,0,0,SW/PP 751,10.5,True,False,True,2,-0.830394639822881,-0.43700743807979686,1,10.5,38.0,2.4423470353692043,Adult
228,0,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25,True,False,True,1,-0.7133298727376283,-0.5024451714361923,1,7.25,61.5,2.1102132003465894,Adult
229,0,"Fahlstrom, Mr. Arne Jonas",18.0,0,0,236171,13.0,True,False,True,2,-0.9084378178797161,-0.3866707201133388,1,13.0,36.0,2.6390573296152584,Teen
230,0,"Lefebre, Miss. Mathilde",29.69911764705882,3,1,4133,25.4667,False,False,True,1,0.004598503757557758,-0.13565761536436197,5,5.0933399999999995,89.09735294117647,3.275887339030031,Adult
231,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,1,0,36973,83.475,False,False,True,3,0.4182962090864816,1.0323213593611125,2,41.7375,35.0,4.436455632600354,Adult
232,0,"Larsson, Mr. Bengt Edvin",29.0,0,0,347067,7.775,True,False,True,1,-0.049962859254529375,-0.4918744606632361,1,7.775,87.0,2.1719067693519296,Adult
233,0,"Sjostedt, Mr. Ernst Adolf",59.0,0,0,237442,13.5,True,False,True,2,2.2913324824505255,-0.3766033765200472,1,13.5,118.0,2.6741486494265287,Middle
234,1,"Asplund, Miss. Lillian Gertrud",5.0,4,2,347077,31.3875,False,False,True,1,-1.9229991326185734,-0.016444159470040135,7,4.483928571428572,15.0,3.4777725458882283,Child
235,0,"Leyson, Mr. Robert William Norman",24.0,0,0,C.A. 29566,10.5,True,False,True,2,-0.44017874953870517,-0.43700743807979686,1,10.5,48.0,2.4423470353692043,Adult
236,0,"Harknett, Miss. Alice Phoebe",29.69911764705882,0,0,W./C. 6609,7.55,False,False,True,1,0.004598503757557758,-0.49640476528021726,1,7.55,89.09735294117647,2.145931282948669,Adult
237,0,"Hold, Mr. Stephen",44.0,1,0,26707,26.0,True,False,True,2,1.1206848115979982,-0.12491978668775715,2,13.0,88.0,3.295836866004329,Middle
238,1,"Collyer, Miss. Marjorie ""Lottie""",8.0,0,2,C.A. 31921,26.25,False,False,True,2,-1.6888695984480677,-0.11988611489111134,3,8.75,16.0,3.305053521109253,Child
239,0,"Pengelly, Mr. Frederick William",19.0,0,0,28665,10.5,True,False,True,2,-0.830394639822881,-0.43700743807979686,1,10.5,38.0,2.4423470353692043,Adult
240,0,"Hunt, Mr. George Henry",33.0,0,0,SCO/W 1585,12.275,True,False,True,2,0.2622098529728113,-0.4012683683236117,1,12.275,66.0,2.5858825671280026,Adult
241,0,"Zabour, Miss. Thamine",29.69911764705882,1,0,2665,14.4542,False,False,False,1,0.004598503757557758,-0.3573908580066095,2,7.2271,89.09735294117647,2.737880811060884,Adult
242,1,"Murphy, Miss. Katherine ""Kate""",29.69911764705882,1,0,367230,15.5,False,True,False,1,0.004598503757557758,-0.3363340021468808,2,7.75,89.09735294117647,2.803360380906535,Adult
243,0,"Coleridge, Mr. Reginald Charles",29.0,0,0,W./C. 14263,10.5,True,False,True,2,-0.049962859254529375,-0.43700743807979686,1,10.5,58.0,2.4423470353692043,Adult
244,0,"Maenpaa, Mr. Matti Alexanteri",22.0,0,0,STON/O 2. 3101275,7.125,True,False,True,1,-0.5962651056523756,-0.5049620073345151,1,7.125,66.0,2.094945728215801,Adult
245,0,"Attalah, Mr. Sleiman",30.0,0,0,2694,7.225,True,False,False,1,0.028080318802305784,-0.5029485386158568,1,7.225,90.0,2.1071782966514356,Adult
246,0,"Minahan, Dr. William Edward",44.0,2,0,19928,90.0,True,True,False,3,1.1206848115979982,1.163700193253568,3,30.0,44.0,4.51085950651685,Middle
247,0,"Lindahl, Miss. Agda Thorilda Viktoria",25.0,0,0,347071,7.775,False,False,True,1,-0.36213557148187003,-0.4918744606632361,1,7.775,75.0,2.1719067693519296,Adult
248,1,"Hamalainen, Mrs. William (Anna)",24.0,0,2,250649,14.5,False,False,True,2,-0.44017874953870517,-0.35646868933346404,3,4.833333333333333,48.0,2.740840023925201,Adult
249,1,"Beckwith, Mr. Richard Leonard",37.0,1,1,11751,52.5542,True,False,True,3,0.574382565200152,0.40974072380221066,3,17.518066666666666,37.0,3.9806942251907276,Adult
250,0,"Carter, Rev. Ernest Courtenay",54.0,1,0,244252,26.0,True,False,True,2,1.9011165921663498,-0.12491978668775715,2,13.0,108.0,3.295836866004329,Middle
251,0,"Reed, Mr. James George",29.69911764705882,0,0,362316,7.25,True,False,True,1,0.004598503757557758,-0.5024451714361923,1,7.25,89.09735294117647,2.1102132003465894,Adult
252,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,1,1,347054,10.4625,False,False,True,1,-0.049962859254529375,-0.43776248884929375,3,3.4875000000000003,87.0,2.4390808375825834,Adult
253,0,"Stead, Mr. William Thomas",62.0,0,0,113514,26.55,True,False,True,3,2.525462016621031,-0.11384570873513637,1,26.55,62.0,3.3160025355989236,Senior
254,0,"Lobb, Mr. William Arthur",30.0,1,0,A/5. 3336,16.1,True,False,True,1,0.028080318802305784,-0.32425318983493084,2,8.05,90.0,2.8390784635086144,Adult
255,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,0,2,370129,20.2125,False,False,True,1,0.8865552774274925,-0.2414492887801075,3,6.7375,123.0,3.0545906305603445,Middle
256,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,0,2,2650,15.2458,False,False,False,1,-0.049962859254529375,-0.3414522396297103,3,5.081933333333333,87.0,2.7878344138303452,Adult
257,1,"Thorne, Mrs. Gertrude Maybelle",29.69911764705882,0,0,PC 17585,79.2,False,False,False,3,0.004598503757557758,0.9462455716384695,1,79.2,29.69911764705882,4.384523514872469,Adult
258,1,"Cherry, Miss. Gladys",30.0,0,0,110152,86.5,False,False,True,3,0.028080318802305784,1.093228788100527,1,86.5,30.0,4.471638793363569,Adult
259,1,"Ward, Miss. Anna",35.0,0,0,PC 17755,512.3292,False,False,False,3,0.4182962090864816,9.667166525013505,1,512.3292,35.0,6.240917354759096,Adult
260,1,"Parrish, Mrs. (Lutie Davis)",50.0,0,1,230433,26.0,False,False,True,2,1.588943879939009,-0.12491978668775715,2,13.0,100.0,3.295836866004329,Middle
261,0,"Smith, Mr. Thomas",29.69911764705882,0,0,384461,7.75,True,True,False,1,0.004598503757557758,-0.49237782784290063,1,7.75,89.09735294117647,2.169053700369523,Adult
262,1,"Asplund, Master. Edvin Rojj Felix",3.0,4,2,347077,31.3875,True,False,True,1,-2.0790854887322436,-0.016444159470040135,7,4.483928571428572,9.0,3.4777725458882283,Child
263,0,"Taussig, Mr. Emil",52.0,1,1,110413,79.65,True,False,True,3,1.7450302360526793,0.955306180872432,3,26.55,52.0,4.390118804571218,Middle
264,0,"Harrison, Mr. William",40.0,0,0,112059,0.0,True,False,True,3,0.8085120993706574,-0.6484216535389205,1,0.0,40.0,0.0,Adult
265,0,"Henry, Miss. Delia",29.69911764705882,0,0,382649,7.75,False,True,False,1,0.004598503757557758,-0.49237782784290063,1,7.75,89.09735294117647,2.169053700369523,Adult
266,0,"Reeves, Mr. David",36.0,0,0,C.A. 17248,10.5,True,False,True,2,0.49633938714331677,-0.43700743807979686,1,10.5,72.0,2.4423470353692043,Adult
267,0,"Panula, Mr. Ernesti Arvid",16.0,4,1,3101295,39.6875,True,False,True,1,-1.0645241739933864,0.1506737441786005,6,6.614583333333333,48.0,3.705920919968788,Teen
268,1,"Persson, Mr. Ernst Ulrik",25.0,1,0,347083,7.775,True,False,True,1,-0.36213557148187003,-0.4918744606632361,2,3.8875,75.0,2.1719067693519296,Adult
269,1,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,0,1,PC 17582,153.4625,False,False,True,3,2.2132893043936903,2.441497778832105,2,76.73125,58.0,5.039951348430309,Middle
270,1,"Bissette, Miss. Amelia",35.0,0,0,PC 17760,135.6333,False,False,True,3,0.4182962090864816,2.0825124140450755,1,135.6333,35.0,4.91730069488021,Adult
271,0,"Cairns, Mr. Alexander",29.69911764705882,0,0,113798,31.0,True,False,True,3,0.004598503757557758,-0.024246350754841113,1,31.0,29.69911764705882,3.4657359027997265,Adult
272,1,"Tornquist, Mr. William Henry",25.0,0,0,LINE,0.0,True,False,True,1,-0.36213557148187003,-0.6484216535389205,1,0.0,75.0,0.0,Adult
273,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,0,1,250644,19.5,False,False,True,2,0.8865552774274925,-0.255795253400548,2,9.75,82.0,3.0204248861443626,Middle
274,0,"Natsch, Mr. Charles H",37.0,0,1,PC 17596,29.7,True,False,False,3,0.574382565200152,-0.05042144409739929,2,14.85,37.0,3.4242626545931514,Adult
275,1,"Healy, Miss. Hanora ""Nora""",29.69911764705882,0,0,370375,7.75,False,True,False,1,0.004598503757557758,-0.49237782784290063,1,7.75,89.09735294117647,2.169053700369523,Adult
276,1,"Andrews, Miss. Kornelia Theodosia",63.0,1,0,13502,77.9583,False,False,True,3,2.603505194677866,0.921244330558889,2,38.97915,63.0,4.368919865004903,Senior
277,0,"Lindblom, Miss. Augusta Charlotta",45.0,0,0,347073,7.75,False,False,True,1,1.1987279896548333,-0.49237782784290063,1,7.75,135.0,2.169053700369523,Middle
278,0,"Parkes, Mr. Francis ""Frank""",29.69911764705882,0,0,239853,0.0,True,False,True,2,0.004598503757557758,-0.6484216535389205,1,0.0,59.39823529411764,0.0,Adult
279,0,"Rice, Master. Eric",7.0,4,1,382652,29.125,True,True,False,1,-1.7669127765049029,-0.06199888922968463,6,4.854166666666667,21.0,3.405355391810819,Child
280,1,"Abbott, Mrs. Stanton (Rosa Hunt)",35.0,1,1,C.A. 2673,20.25,False,False,True,1,0.4182962090864816,-0.24069423801061057,3,6.75,105.0,3.056356895370426,Adult
281,0,"Duane, Mr. Frank",65.0,0,0,336439,7.75,True,True,False,1,2.7595915507915363,-0.49237782784290063,1,7.75,195.0,2.169053700369523,Senior
282,0,"Olsson, Mr. Nils Johan Goransson",28.0,0,0,347464,7.8542,True,False,True,1,-0.12800603731136453,-0.4902797934380587,1,7.8542,84.0,2.180891922715322,Adult
283,0,"de Pelsmaeker, Mr. Alfons",16.0,0,0,345778,9.5,True,False,True,1,-1.0645241739933864,-0.45714212526638004,1,9.5,48.0,2.3513752571634776,Teen
284,1,"Dorking, Mr. Edward Arthur",19.0,0,0,A/5. 10482,8.05,True,False,True,1,-0.830394639822881,-0.4863374216869257,1,8.05,57.0,2.2027647577118348,Adult
285,0,"Smith, Mr. Richard William",29.69911764705882,0,0,113056,26.0,True,False,True,3,0.004598503757557758,-0.12491978668775715,1,26.0,29.69911764705882,3.295836866004329,Adult
286,0,"Stankovic, Mr. Ivan",33.0,0,0,349239,8.6625,True,False,False,1,0.2622098529728113,-0.47400492578514347,1,8.6625,99.0,2.2682524139135403,Adult
287,1,"de Mulder, Mr. Theodore",30.0,0,0,345774,9.5,True,False,True,1,0.028080318802305784,-0.45714212526638004,1,9.5,90.0,2.3513752571634776,Adult
288,0,"Naidenoff, Mr. Penko",22.0,0,0,349206,7.8958,True,False,True,1,-0.5962651056523756,-0.4894421904510968,1,7.8958,66.0,2.1855792552411137,Adult
289,1,"Hosono, Mr. Masabumi",42.0,0,0,237798,13.0,True,False,True,2,0.9645984554843278,-0.3866707201133388,1,13.0,84.0,2.6390573296152584,Middle
290,1,"Connolly, Miss. Kate",22.0,0,0,370373,7.75,False,True,False,1,-0.5962651056523756,-0.49237782784290063,1,7.75,66.0,2.169053700369523,Adult
291,1,"Barber, Miss. Ellen ""Nellie""",26.0,0,0,19877,78.85,False,False,True,3,-0.28409239342503484,0.9391984311231651,1,78.85,26.0,4.380149874661021,Adult
292,1,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,1,0,11967,91.0792,False,False,False,3,-0.830394639822881,1.1854295476653287,2,45.5396,19.0,4.5226490762785785,Adult
293,0,"Levy, Mr. Rene Jacques",36.0,0,0,SC/Paris 2163,12.875,True,False,False,2,0.49633938714331677,-0.3891875560116617,1,12.875,72.0,2.630088659632498,Adult
294,0,"Haas, Miss. Aloisia",24.0,0,0,349236,8.85,False,False,True,1,-0.44017874953870517,-0.4702296719376591,1,8.85,72.0,2.2874714551839976,Adult
295,0,"Mineff, Mr. Ivan",24.0,0,0,349233,7.8958,True,False,True,1,-0.44017874953870517,-0.4894421904510968,1,7.8958,72.0,2.1855792552411137,Adult
296,0,"Lewy, Mr. Ervin G",29.69911764705882,0,0,PC 17612,27.7208,True,False,False,3,0.004598503757557758,-0.09027201697708476,1,27.7208,29.69911764705882,3.357621598945279,Adult
297,0,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292,True,False,False,1,-0.4792003385671228,-0.5028639729296732,1,7.2292,70.5,2.1076888046179385,Adult
298,0,"Allison, Miss. Helen Loraine",2.0,1,2,113781,151.55,False,False,True,3,-2.1571286667890788,2.4029901895877646,4,37.8875,2.0,5.027492411162679,Child
299,1,"Saalfeld, Mr. Adolphe",29.69911764705882,0,0,19988,30.5,True,False,True,3,0.004598503757557758,-0.034313694348132716,1,30.5,29.69911764705882,3.449987545831587,Adult
300,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,0,1,PC 17558,247.5208,False,False,False,3,1.588943879939009,4.335332226633905,2,123.7604,50.0,5.515526544247129,Middle
301,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",29.69911764705882,0,0,9234,7.75,False,True,False,1,0.004598503757557758,-0.49237782784290063,1,7.75,89.09735294117647,2.169053700369523,Adult
